10024;ОО в г.Липецке АКБ "Трансстройбанк";08.12.2021 09:32;USD;73.20;74.50
10024;ОО в г.Липецке АКБ "Трансстройбанк";08.12.2021 09:32;EUR;82.70;84.00
10834;ДО "Горьковский" в г.Нижний Новгород АКБ "Трансстройбанк";08.12.2021 11:01;USD;73.55;74.15
10834;ДО "Горьковский" в г.Нижний Новгород АКБ "Трансстройбанк";08.12.2021 11:01;EUR;83.10;84.50
10953;ДО в г.Пермь АКБ "Трансстройбанк";08.12.2021 08:04;USD;73.50;75.00
10953;ДО в г.Пермь АКБ "Трансстройбанк";08.12.2021 08:04;EUR;83.00;84.60
10953;ДО в г.Пермь АКБ "Трансстройбанк";08.12.2021 08:04;CNY;8.50;12.00
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;USD;73.35;74.10
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;EUR;82.90;83.70
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;GBP;96.25;99.75
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CHF;78.45;81.95
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;JPY;63.60;67.10
11120;ДО "Парк Победы" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CNY;10.60;13.60
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;USD;72.80;74.30
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;EUR;82.35;83.85
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;GBP;97.35;98.25
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;CHF;78.55;80.05
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;NOK;72.95;82.00
10925;ОКВКУ "Выборг" АКБ "Трансстройбанк" (АО);08.12.2021 11:01;SEK;72.30;81.35
